Periode,Anciennete,Montant_Mensuel,Support_Appels,Contrat,Churn
17,65,118.15,2.0,Mensuel,0
20,19,,1.0,Mensuel,1
16,30,21.75,2.0,2 ans,0
1,59,51.2,1.0,Mensuel,0
24,62,105.97,3.0,2 ans,0
1,17,61.76,0.0,1 an,0
24,37,73.57,0.0,Mensuel,0
1,24,65.88,2.0,2 ans,0
13,37,42.31,3.0,Mensuel,1
3,27,92.94,2.0,1 an,0
3,1,,4.0,Mensuel,1
17,66,75.65,2.0,1 an,0
18,46,39.73,1.0,Mensuel,1
3,33,,0.0,Mensuel,1
24,8,37.76,1.0,1 an,0
8,6,110.19,2.0,1 an,0
8,34,,3.0,Mensuel,1
8,47,49.29,2.0,Mensuel,0
12,19,35.43,2.0,Mensuel,1
5,53,,2.0,Mensuel,0
11,28,,,Mensuel,1
6,1,116.85,2.0,1 an,0
2,39,86.81,1.0,Mensuel,0
9,13,75.68,1.0,Mensuel,0
17,2,91.62,1.0,1 an,0
19,10,25.92,2.0,Mensuel,1
9,21,119.07,5.0,2 ans,1
8,37,119.16,0.0,2 ans,0
19,71,51.34,2.0,Mensuel,0
17,16,88.59,2.0,2 ans,0
20,5,43.51,2.0,1 an,0
22,14,81.57,2.0,Mensuel,0
20,23,105.1,3.0,1 an,0
23,15,124.88,1.0,Mensuel,1
10,23,56.03,1.0,1 an,0
10,69,92.85,1.0,1 an,0
8,27,,2.0,Mensuel,0
6,46,,1.0,Mensuel,1
18,49,89.03,,2 ans,0
18,10,91.86,2.0,Mensuel,1
20,18,104.37,1.0,Mensuel,1
5,30,122.08,2.0,Mensuel,0
12,33,,2.0,Mensuel,1
6,1,41.11,0.0,2 ans,0
22,46,,1.0,1 an,0
7,22,36.37,2.0,Mensuel,1
4,23,66.28,1.0,Mensuel,1
14,43,113.95,3.0,Mensuel,0
22,68,,2.0,Mensuel,1
22,62,94.78,5.0,1 an,0
3,70,58.15,3.0,1 an,0
8,30,53.55,0.0,Mensuel,1
4,9,104.77,1.0,1 an,0
8,16,88.16,0.0,Mensuel,0
13,25,57.96,1.0,1 an,0
7,22,114.32,2.0,1 an,0
2,15,70.15,1.0,1 an,0
13,11,40.85,2.0,Mensuel,1
2,14,68.62,1.0,2 ans,0
6,47,89.37,1.0,1 an,0
1,35,,0.0,Mensuel,1
3,3,105.29,1.0,Mensuel,1
11,41,76.5,1.0,Mensuel,0
21,60,72.58,4.0,Mensuel,1
19,31,114.16,1.0,Mensuel,0
3,23,66.87,2.0,1 an,0
1,20,61.44,2.0,Mensuel,0
9,27,31.43,0.0,1 an,0
16,20,59.92,,1 an,0
18,66,64.12,4.0,Mensuel,1
20,71,41.21,1.0,Mensuel,1
9,25,81.52,0.0,Mensuel,1
5,66,34.98,1.0,1 an,0
1,61,42.37,0.0,2 ans,0
4,6,77.1,3.0,2 ans,0
2,35,47.1,1.0,1 an,0
21,47,91.27,3.0,Mensuel,0
7,30,91.37,0.0,1 an,0
20,33,54.27,2.0,1 an,0
14,36,30.36,0.0,Mensuel,1
13,49,72.54,,1 an,0
11,21,30.56,3.0,Mensuel,1
20,43,77.43,1.0,Mensuel,1
2,18,93.02,1.0,Mensuel,1
3,64,82.75,1.0,Mensuel,0
11,7,67.65,1.0,2 ans,0
10,5,119.07,2.0,Mensuel,0
14,3,31.88,,Mensuel,1
18,25,,2.0,Mensuel,0
15,44,,5.0,Mensuel,1
7,70,63.59,1.0,Mensuel,0
8,33,36.36,1.0,Mensuel,1
19,13,38.37,3.0,1 an,0
5,27,114.13,0.0,Mensuel,0
13,10,45.63,4.0,1 an,0
13,34,113.02,2.0,Mensuel,0
19,52,75.83,1.0,1 an,0
18,3,71.06,1.0,1 an,0
12,56,85.87,2.0,Mensuel,1
8,17,42.77,3.0,Mensuel,0
9,48,65.02,1.0,2 ans,0
10,58,,2.0,Mensuel,0
6,56,44.78,1.0,1 an,0
16,48,,0.0,Mensuel,1
6,50,122.02,1.0,Mensuel,1
16,14,26.83,1.0,Mensuel,0
19,10,78.86,2.0,2 ans,0
24,28,40.9,2.0,Mensuel,0
3,44,82.89,1.0,2 ans,0
19,44,128.26,1.0,1 an,0
3,56,110.64,1.0,Mensuel,0
9,22,,3.0,Mensuel,0
5,62,42.05,1.0,Mensuel,0
4,32,75.2,2.0,1 an,0
5,18,44.24,1.0,1 an,0
2,53,110.42,0.0,1 an,0
20,10,42.35,2.0,Mensuel,1
2,29,35.55,1.0,1 an,0
10,56,22.05,0.0,1 an,0
17,55,40.85,1.0,Mensuel,1
24,19,,2.0,Mensuel,1
21,12,30.16,2.0,Mensuel,1
4,3,108.17,2.0,1 an,0
24,7,107.8,,Mensuel,1
16,59,48.41,1.0,Mensuel,0
5,56,100.04,2.0,Mensuel,1
11,36,64.92,,1 an,0
23,41,106.88,1.0,Mensuel,0
10,24,54.35,,Mensuel,1
5,14,77.8,2.0,2 ans,0
22,1,63.47,0.0,1 an,0
23,48,42.48,0.0,Mensuel,0
24,3,86.42,3.0,Mensuel,0
23,8,,2.0,Mensuel,1
21,57,103.6,3.0,2 ans,0
11,42,58.05,0.0,Mensuel,1
5,35,73.12,1.0,Mensuel,1
15,16,102.24,5.0,Mensuel,1
6,11,26.0,2.0,Mensuel,0
12,34,28.49,4.0,1 an,0
16,26,61.38,1.0,Mensuel,1
23,38,46.4,4.0,Mensuel,1
7,12,58.96,,1 an,0
7,17,30.14,5.0,2 ans,0
18,9,85.05,3.0,1 an,0
1,31,87.17,3.0,1 an,0
14,20,104.79,3.0,Mensuel,1
18,16,91.34,0.0,Mensuel,1
14,40,63.01,3.0,2 ans,0
10,36,117.93,0.0,1 an,0
20,15,100.29,2.0,Mensuel,0
9,50,75.3,0.0,2 ans,0
18,25,,,Mensuel,1
12,25,88.96,4.0,1 an,0
1,34,79.17,1.0,Mensuel,0
13,10,92.94,3.0,Mensuel,0
2,30,98.54,1.0,1 an,0
23,42,,3.0,Mensuel,1
15,10,121.9,3.0,2 ans,0
9,41,85.91,1.0,Mensuel,0
12,3,122.17,1.0,1 an,0
15,43,117.91,3.0,1 an,0
7,3,20.79,1.0,1 an,0
7,13,85.95,0.0,2 ans,0
11,25,,0.0,Mensuel,0
7,44,50.81,1.0,Mensuel,1
19,52,53.64,0.0,Mensuel,0
3,34,68.91,1.0,Mensuel,0
20,10,22.83,0.0,2 ans,0
9,28,45.1,2.0,1 an,0
14,56,24.21,1.0,Mensuel,1
4,7,86.17,,Mensuel,1
10,51,113.19,2.0,Mensuel,1
19,28,129.15,4.0,1 an,0
7,1,66.55,4.0,Mensuel,1
4,50,46.61,3.0,1 an,0
13,2,,2.0,1 an,0
4,27,31.72,0.0,2 ans,0
8,14,121.0,2.0,Mensuel,0
11,42,95.46,2.0,1 an,0
14,4,74.37,,Mensuel,1
16,7,,2.0,Mensuel,0
17,38,23.34,1.0,1 an,0
21,71,80.93,0.0,Mensuel,1
2,3,61.65,,Mensuel,0
9,33,107.89,3.0,2 ans,0
1,57,84.23,2.0,Mensuel,1
1,21,63.19,0.0,1 an,0
6,36,43.53,0.0,2 ans,0
15,60,,4.0,Mensuel,1
22,52,39.61,2.0,1 an,0
19,21,93.49,0.0,Mensuel,1
16,54,85.83,3.0,1 an,0
19,48,108.91,1.0,1 an,0
5,36,,2.0,1 an,0
21,32,52.03,3.0,Mensuel,1
22,66,113.1,1.0,1 an,0
3,63,89.87,1.0,Mensuel,1
12,71,95.01,1.0,2 ans,0
20,48,78.82,,Mensuel,0
12,26,112.74,1.0,Mensuel,1
21,8,46.5,3.0,1 an,0
23,9,65.92,2.0,Mensuel,0
12,68,104.39,2.0,Mensuel,0
2,26,33.44,0.0,1 an,0
9,8,,1.0,Mensuel,1
6,16,56.46,2.0,Mensuel,1
12,2,,3.0,Mensuel,0
15,38,29.61,0.0,Mensuel,0
12,42,109.29,2.0,Mensuel,0
5,27,99.56,4.0,Mensuel,1
8,53,50.29,2.0,Mensuel,1
17,35,33.84,4.0,Mensuel,1
1,69,,3.0,Mensuel,0
6,55,42.2,3.0,1 an,0
22,6,101.82,3.0,Mensuel,1
3,20,41.92,1.0,Mensuel,1
10,54,43.24,1.0,Mensuel,1
5,39,23.63,0.0,2 ans,0
3,54,80.38,0.0,1 an,0
11,24,92.76,2.0,Mensuel,1
13,3,,0.0,Mensuel,1
5,56,78.2,0.0,Mensuel,1
2,56,117.11,0.0,2 ans,0
4,46,68.15,2.0,2 ans,0
16,29,112.93,1.0,2 ans,0
21,1,91.96,2.0,Mensuel,1
5,52,28.91,0.0,Mensuel,0
8,47,,,Mensuel,1
9,48,81.17,0.0,Mensuel,0
9,13,,2.0,Mensuel,1
6,52,38.85,1.0,1 an,0
2,52,,1.0,Mensuel,0
13,61,,3.0,2 ans,0
9,41,42.99,2.0,Mensuel,1
9,52,20.71,1.0,Mensuel,1
7,29,,1.0,2 ans,0
23,50,75.33,3.0,1 an,0
15,50,108.34,3.0,Mensuel,1
11,56,88.0,0.0,1 an,0
5,61,,1.0,Mensuel,1
20,1,70.97,0.0,Mensuel,1
22,56,64.48,3.0,Mensuel,1
1,57,43.14,0.0,1 an,0
23,39,45.81,2.0,Mensuel,1
17,37,,2.0,Mensuel,1
3,52,28.28,2.0,1 an,0
19,33,47.74,2.0,1 an,0
3,30,109.53,3.0,Mensuel,1
2,58,78.03,1.0,Mensuel,1
3,57,24.87,0.0,1 an,0
12,15,94.75,1.0,1 an,0
15,59,74.97,1.0,1 an,0
10,24,109.58,0.0,1 an,0
3,10,89.01,2.0,1 an,0
5,63,,1.0,Mensuel,0
21,17,44.1,0.0,Mensuel,1
24,15,50.38,,Mensuel,1
19,20,97.28,1.0,1 an,0
3,35,71.55,0.0,Mensuel,0
20,12,102.57,0.0,Mensuel,0
17,12,,2.0,Mensuel,0
13,28,55.49,0.0,Mensuel,1
4,16,30.76,0.0,1 an,0
24,14,44.29,4.0,Mensuel,1
11,65,62.69,2.0,2 ans,0
2,43,75.47,2.0,2 ans,0
6,1,116.34,3.0,2 ans,0
10,8,45.69,0.0,1 an,0
2,58,86.99,1.0,1 an,0
8,20,36.33,1.0,1 an,0
12,11,95.75,,Mensuel,1
23,48,23.16,3.0,Mensuel,1
3,60,86.34,0.0,1 an,0
14,29,38.37,2.0,Mensuel,1
22,53,41.5,2.0,Mensuel,1
20,30,82.16,1.0,1 an,0
23,8,63.05,3.0,Mensuel,1
5,57,68.3,0.0,1 an,0
20,66,55.09,1.0,Mensuel,0
24,70,126.88,3.0,Mensuel,0
8,8,50.56,5.0,2 ans,0
12,41,77.75,3.0,Mensuel,0
13,45,110.94,1.0,2 ans,0
12,6,90.55,1.0,1 an,0
7,68,53.64,1.0,Mensuel,1
24,8,82.77,3.0,Mensuel,1
23,20,31.01,3.0,Mensuel,1
10,69,,4.0,Mensuel,0
20,40,68.35,2.0,Mensuel,0
10,49,99.54,1.0,2 ans,0
20,36,113.45,3.0,Mensuel,1
15,54,42.39,2.0,1 an,0
12,6,,4.0,Mensuel,1
4,48,59.83,2.0,2 ans,0
16,5,78.2,2.0,Mensuel,1
8,13,59.44,,Mensuel,1
6,36,84.66,0.0,1 an,0
5,32,71.79,3.0,Mensuel,1
24,11,,5.0,1 an,1
3,57,61.47,,Mensuel,1
20,22,30.58,,Mensuel,1
21,62,54.56,4.0,Mensuel,1
1,2,80.59,1.0,1 an,0
15,17,48.38,2.0,Mensuel,1
14,22,49.55,2.0,Mensuel,0
9,43,55.83,2.0,Mensuel,0
17,29,101.2,,Mensuel,1
10,12,118.47,0.0,Mensuel,1
11,41,57.43,1.0,2 ans,0
11,69,41.27,0.0,1 an,0
20,10,67.19,2.0,Mensuel,1
16,18,58.78,2.0,Mensuel,1
10,34,123.66,3.0,Mensuel,0
23,52,,4.0,Mensuel,1
20,10,95.19,3.0,Mensuel,1
23,17,122.03,2.0,Mensuel,1
18,17,89.03,2.0,Mensuel,1
10,44,46.7,1.0,1 an,0
19,6,87.06,2.0,2 ans,0
8,47,62.02,2.0,Mensuel,1
7,31,63.86,1.0,1 an,0
11,24,123.06,4.0,Mensuel,1
24,62,,3.0,Mensuel,1
14,59,70.67,1.0,1 an,0
10,58,37.39,1.0,Mensuel,1
12,63,39.66,0.0,1 an,0
7,17,82.44,0.0,Mensuel,1
16,61,,0.0,Mensuel,1
9,13,86.56,2.0,2 ans,0
14,24,55.92,2.0,Mensuel,1
9,40,26.86,1.0,1 an,0
8,53,69.07,4.0,Mensuel,1
24,42,77.47,5.0,2 ans,1
9,40,,0.0,Mensuel,1
2,27,84.39,0.0,1 an,0
10,43,111.32,2.0,1 an,0
13,34,103.43,0.0,Mensuel,1
3,34,57.08,1.0,Mensuel,0
8,42,85.75,2.0,2 ans,0
4,43,95.96,,1 an,0
13,24,121.72,2.0,1 an,0
18,10,66.84,1.0,1 an,0
24,22,93.31,3.0,1 an,0
10,30,61.59,3.0,2 ans,0
21,12,101.94,2.0,Mensuel,1
6,13,113.62,0.0,Mensuel,1
19,68,120.68,3.0,Mensuel,0
14,20,37.73,,1 an,0
19,53,43.57,4.0,1 an,0
19,10,,2.0,Mensuel,1
13,70,87.44,2.0,Mensuel,1
7,16,113.39,3.0,Mensuel,0
13,28,54.06,0.0,Mensuel,1
20,56,113.46,2.0,1 an,0
24,15,97.22,1.0,Mensuel,1
23,40,43.33,2.0,Mensuel,1
5,56,33.22,2.0,1 an,0
15,2,95.77,1.0,2 ans,0
3,2,36.16,,Mensuel,0
17,56,106.35,2.0,2 ans,0
24,19,83.28,,Mensuel,1
2,65,67.98,3.0,2 ans,0
16,66,50.65,1.0,Mensuel,1
23,63,,2.0,Mensuel,0
21,71,100.24,2.0,Mensuel,0
10,59,101.63,0.0,Mensuel,0
3,28,97.71,1.0,1 an,0
23,71,85.9,1.0,Mensuel,0
23,25,,3.0,Mensuel,1
14,42,82.81,,Mensuel,0
24,1,79.21,4.0,Mensuel,1
1,69,47.37,0.0,Mensuel,1
15,43,51.11,2.0,2 ans,0
1,68,93.69,0.0,2 ans,0
23,26,58.59,3.0,Mensuel,1
17,23,99.33,2.0,Mensuel,0
22,38,125.8,1.0,Mensuel,1
14,62,67.54,1.0,Mensuel,0
2,39,29.86,1.0,2 ans,0
1,57,86.65,1.0,1 an,0
9,16,21.68,,Mensuel,1
18,56,106.0,1.0,Mensuel,0
4,53,,2.0,Mensuel,0
21,64,74.97,0.0,1 an,0
6,5,78.62,0.0,1 an,1
12,28,75.07,1.0,1 an,0
5,7,53.29,3.0,Mensuel,1
12,29,50.45,0.0,2 ans,0
11,54,64.2,0.0,Mensuel,0
1,46,109.49,0.0,2 ans,0
14,54,35.43,1.0,2 ans,0
19,53,56.58,0.0,Mensuel,0
23,71,42.98,0.0,2 ans,0
8,63,64.62,1.0,Mensuel,1
22,42,36.39,2.0,Mensuel,0
22,63,104.85,2.0,Mensuel,1
24,4,,2.0,Mensuel,1
9,52,89.54,0.0,Mensuel,0
21,38,50.84,4.0,Mensuel,1
14,68,71.02,2.0,Mensuel,1
2,36,,1.0,Mensuel,1
7,13,95.45,0.0,1 an,0
17,52,122.82,1.0,Mensuel,1
4,68,42.72,0.0,Mensuel,1
11,2,120.33,2.0,2 ans,0
19,5,56.64,0.0,2 ans,0
4,47,76.77,,Mensuel,1
12,40,94.47,1.0,Mensuel,1
6,39,40.79,3.0,1 an,0
13,7,67.84,2.0,1 an,0
6,41,27.36,3.0,Mensuel,1
24,41,98.68,2.0,1 an,0
2,61,61.93,1.0,Mensuel,1
24,28,120.08,1.0,Mensuel,0
20,25,51.31,1.0,1 an,0
21,6,122.13,4.0,Mensuel,1
21,41,37.07,2.0,1 an,0
5,47,82.1,4.0,Mensuel,1
23,20,55.64,1.0,Mensuel,1
15,52,40.5,,Mensuel,1
24,67,,4.0,Mensuel,1
22,13,93.38,,Mensuel,1
14,41,45.77,,Mensuel,0
9,50,79.97,,1 an,0
3,2,118.97,5.0,1 an,0
3,13,52.04,,1 an,0
10,29,,1.0,Mensuel,0
20,10,37.11,1.0,1 an,0
13,26,33.6,1.0,Mensuel,1
12,11,69.5,3.0,2 ans,0
6,64,96.52,2.0,Mensuel,0
14,43,52.45,2.0,Mensuel,0
16,24,36.84,1.0,2 ans,0
24,56,92.48,2.0,Mensuel,1
18,2,53.82,,Mensuel,1
15,43,82.24,4.0,1 an,0
22,49,123.73,2.0,Mensuel,0
11,58,51.27,3.0,1 an,0
23,16,78.06,3.0,1 an,0
9,42,104.18,1.0,2 ans,0
4,55,90.33,0.0,1 an,0
11,57,99.28,1.0,Mensuel,0
4,13,,3.0,1 an,0
3,70,74.64,0.0,1 an,0
22,20,80.33,1.0,Mensuel,1
20,28,,1.0,Mensuel,1
6,14,91.72,1.0,Mensuel,1
21,11,94.57,3.0,Mensuel,0
2,19,,1.0,Mensuel,1
7,10,105.54,1.0,Mensuel,1
17,53,,,Mensuel,1
8,43,36.66,2.0,2 ans,0
18,28,58.55,0.0,Mensuel,0
21,39,49.33,1.0,Mensuel,1
2,43,86.69,1.0,1 an,0
1,14,43.1,1.0,Mensuel,1
23,22,93.84,2.0,2 ans,0
13,63,75.04,5.0,2 ans,0
13,1,37.08,1.0,Mensuel,1
12,68,48.03,0.0,Mensuel,1
11,69,75.31,,Mensuel,0
17,18,99.8,1.0,Mensuel,1
14,23,,0.0,Mensuel,1
4,15,43.85,3.0,Mensuel,1
16,40,52.74,1.0,Mensuel,0
17,16,31.56,0.0,Mensuel,1
3,57,22.71,1.0,Mensuel,0
10,28,121.9,1.0,Mensuel,1
19,69,31.96,1.0,Mensuel,0
15,61,,0.0,Mensuel,1
4,29,,0.0,Mensuel,1
1,43,86.35,0.0,Mensuel,0
14,2,67.2,2.0,Mensuel,1
12,5,88.96,0.0,Mensuel,1
24,36,124.85,3.0,1 an,0
13,34,31.5,1.0,2 ans,0
23,29,48.62,3.0,Mensuel,1
6,7,108.34,1.0,Mensuel,1
11,60,102.33,1.0,1 an,0
4,29,120.98,1.0,1 an,0
14,34,54.3,3.0,Mensuel,0
5,29,116.48,1.0,Mensuel,1
12,36,56.97,1.0,Mensuel,1
9,47,94.69,0.0,1 an,0
5,55,,1.0,Mensuel,1
3,40,37.4,0.0,Mensuel,1
13,12,,1.0,Mensuel,1
23,63,85.57,5.0,Mensuel,1
5,21,,1.0,1 an,0
10,2,28.99,0.0,1 an,0
6,3,107.37,1.0,1 an,0
20,55,58.8,,Mensuel,0
10,28,62.99,1.0,Mensuel,1
24,2,59.38,1.0,1 an,0
6,58,113.56,2.0,1 an,0
2,22,33.22,3.0,Mensuel,1
14,70,81.8,3.0,Mensuel,1
16,63,37.08,0.0,1 an,0
24,4,,0.0,1 an,1
21,50,108.47,6.0,1 an,1
22,43,47.34,,Mensuel,1
16,13,53.02,1.0,Mensuel,1
9,25,60.17,0.0,Mensuel,1
11,35,63.17,1.0,Mensuel,1
4,11,103.06,0.0,1 an,0
11,52,79.78,3.0,1 an,0
9,20,64.98,4.0,Mensuel,1
1,67,91.94,1.0,2 ans,0
5,57,66.93,,Mensuel,0
13,46,34.54,0.0,Mensuel,0
9,9,31.82,1.0,Mensuel,1
24,2,,2.0,1 an,0
12,11,84.13,1.0,2 ans,0
24,36,,3.0,Mensuel,1
16,56,,1.0,2 ans,0
1,11,46.96,0.0,2 ans,0
5,51,91.1,2.0,2 ans,0
17,4,24.41,0.0,2 ans,0
14,19,,,Mensuel,1
8,43,25.99,1.0,1 an,0
13,59,55.82,2.0,1 an,0
22,56,23.53,2.0,1 an,0
10,38,69.53,1.0,Mensuel,0
2,3,97.12,5.0,1 an,0
8,21,30.94,1.0,2 ans,0
23,56,,3.0,Mensuel,0
19,6,84.56,1.0,2 ans,0
21,51,,,Mensuel,1
22,50,87.25,,Mensuel,1
3,54,54.06,1.0,Mensuel,1
7,16,93.41,1.0,1 an,0
2,18,98.39,5.0,1 an,0
1,15,97.82,1.0,Mensuel,1
21,28,51.03,4.0,Mensuel,1
23,38,93.56,4.0,Mensuel,1
4,9,35.26,2.0,1 an,0
18,41,74.68,1.0,2 ans,0
13,17,21.32,2.0,1 an,0
2,40,39.53,0.0,2 ans,0
22,22,90.77,1.0,Mensuel,1
21,68,,2.0,2 ans,0
14,23,26.31,3.0,Mensuel,1
17,62,81.13,1.0,Mensuel,0
10,13,86.95,2.0,Mensuel,1
20,7,122.59,,Mensuel,1
11,14,89.23,2.0,1 an,0
24,30,33.33,1.0,1 an,0
2,65,,1.0,Mensuel,0
5,13,85.03,3.0,Mensuel,1
24,56,,3.0,Mensuel,1
7,50,115.77,2.0,2 ans,0
8,25,115.48,1.0,Mensuel,1
19,24,123.86,3.0,Mensuel,0
5,68,50.15,1.0,Mensuel,0
13,51,96.48,2.0,Mensuel,1
7,17,88.55,0.0,Mensuel,1
5,65,,0.0,Mensuel,1
24,29,51.21,2.0,Mensuel,1
5,6,41.38,4.0,Mensuel,1
3,58,57.58,2.0,1 an,0
17,62,,4.0,Mensuel,1
21,32,113.65,1.0,2 ans,0
4,50,49.99,,1 an,0
17,17,78.08,1.0,Mensuel,0
13,61,41.27,,Mensuel,1
20,27,51.69,2.0,Mensuel,0
4,19,26.85,1.0,2 ans,0
24,36,,1.0,Mensuel,0
15,19,90.91,,Mensuel,1
21,45,112.88,,Mensuel,0
9,54,110.88,1.0,1 an,0
23,29,39.45,5.0,2 ans,0
16,56,,2.0,Mensuel,1
4,31,33.91,0.0,Mensuel,0
23,69,62.86,1.0,1 an,0
20,19,77.46,1.0,1 an,0
8,51,25.71,0.0,Mensuel,1
14,39,37.69,3.0,Mensuel,1
10,67,48.96,1.0,Mensuel,0
14,16,34.61,3.0,1 an,0
24,14,124.75,2.0,Mensuel,1
22,62,,,Mensuel,1
6,64,71.64,4.0,2 ans,0
24,54,,3.0,Mensuel,0
11,34,80.0,0.0,Mensuel,1
17,30,65.4,0.0,Mensuel,0
19,48,121.82,3.0,2 ans,0
12,54,44.27,3.0,1 an,0
11,20,39.6,3.0,Mensuel,1
11,1,76.73,1.0,Mensuel,1
21,6,68.18,,1 an,0
10,25,,,1 an,0
7,49,24.83,2.0,1 an,0
9,32,84.62,3.0,Mensuel,1
5,44,92.65,0.0,2 ans,1
10,34,121.78,0.0,1 an,0
3,18,34.88,3.0,1 an,0
3,54,45.01,2.0,1 an,0
18,52,121.61,3.0,2 ans,0
2,69,83.42,2.0,2 ans,0
14,59,25.15,2.0,1 an,0
19,27,29.9,0.0,Mensuel,1
18,51,,4.0,Mensuel,1
11,25,80.08,1.0,2 ans,0
5,62,77.87,1.0,1 an,0
23,44,,4.0,Mensuel,1
21,60,47.95,,Mensuel,0
15,20,38.24,1.0,2 ans,0
3,2,82.09,1.0,2 ans,0
1,11,108.24,2.0,2 ans,0
8,38,47.94,,Mensuel,1
4,69,89.28,2.0,2 ans,0
21,45,38.3,2.0,1 an,0
5,58,37.84,1.0,Mensuel,1
7,34,113.02,3.0,Mensuel,1
24,69,,3.0,2 ans,0
20,67,24.29,1.0,Mensuel,0
6,16,99.61,1.0,1 an,0
10,62,58.45,2.0,1 an,0
13,2,62.78,0.0,1 an,0
16,43,,4.0,Mensuel,1
23,32,41.63,2.0,1 an,1
21,22,92.43,,Mensuel,0
24,67,56.49,2.0,1 an,0
1,48,30.43,,Mensuel,0
6,10,90.68,3.0,1 an,0
14,10,54.8,2.0,1 an,0
2,9,107.12,2.0,Mensuel,1
9,22,115.8,0.0,Mensuel,0
4,5,106.27,0.0,2 ans,0
23,19,57.23,1.0,Mensuel,0
2,55,43.85,1.0,Mensuel,0
4,63,110.71,1.0,1 an,0
5,56,66.43,2.0,2 ans,0
4,36,91.96,1.0,1 an,0
14,50,108.52,1.0,Mensuel,1
9,68,49.43,1.0,2 ans,0
22,4,34.82,3.0,Mensuel,1
7,65,84.63,4.0,Mensuel,1
13,52,83.14,1.0,Mensuel,1
16,28,50.09,2.0,Mensuel,1
16,32,,3.0,Mensuel,1
20,32,107.22,2.0,1 an,0
5,12,55.96,3.0,Mensuel,0
13,17,46.54,0.0,1 an,0
20,21,100.14,,Mensuel,1
21,1,107.16,,Mensuel,1
15,36,122.46,0.0,Mensuel,0
16,34,37.03,,Mensuel,1
21,24,118.4,2.0,1 an,0
15,13,,3.0,Mensuel,1
23,69,98.82,1.0,Mensuel,1
4,49,51.97,3.0,Mensuel,0
9,34,22.99,4.0,2 ans,0
3,52,71.37,2.0,Mensuel,1
3,27,49.0,0.0,2 ans,0
12,16,51.32,0.0,Mensuel,1
6,48,115.16,2.0,Mensuel,0
10,55,36.68,0.0,1 an,0
11,47,118.35,4.0,Mensuel,1
15,41,74.66,,Mensuel,1
23,1,113.76,3.0,2 ans,0
21,46,52.56,2.0,Mensuel,1
10,44,,2.0,Mensuel,0
8,30,77.96,1.0,Mensuel,1
19,18,121.21,1.0,Mensuel,0
3,70,38.26,2.0,2 ans,0
13,27,42.57,2.0,Mensuel,1
11,20,119.89,1.0,2 ans,0
5,51,30.31,1.0,1 an,0
15,35,88.55,3.0,2 ans,0
8,40,26.85,0.0,2 ans,0
5,47,28.18,0.0,2 ans,0
16,27,84.91,1.0,1 an,0
5,11,,4.0,Mensuel,1
17,12,82.68,2.0,Mensuel,0
4,67,68.24,0.0,1 an,0
11,36,98.33,2.0,Mensuel,1
20,30,129.07,1.0,1 an,0
6,23,,1.0,Mensuel,1
19,52,56.44,3.0,1 an,0
18,65,56.17,3.0,Mensuel,0
22,55,105.12,5.0,2 ans,0
5,38,55.75,,Mensuel,1
18,34,94.15,,Mensuel,1
23,62,70.77,2.0,1 an,0
19,61,87.1,1.0,1 an,0
5,28,104.69,1.0,1 an,0
20,69,77.3,0.0,2 ans,0
3,59,68.1,1.0,Mensuel,1
15,61,49.54,2.0,1 an,0
12,5,75.01,2.0,Mensuel,1
13,10,,2.0,1 an,0
13,22,,1.0,Mensuel,0
1,55,58.89,0.0,Mensuel,0
13,6,34.63,2.0,1 an,0
23,6,48.21,1.0,1 an,0
11,3,,,Mensuel,1
7,14,114.54,3.0,2 ans,0
24,66,55.06,4.0,Mensuel,1
3,52,,2.0,Mensuel,1
12,51,63.56,2.0,1 an,0
13,21,,,Mensuel,1
12,45,109.52,,Mensuel,0
23,56,38.31,0.0,1 an,0
11,38,84.91,,Mensuel,1
24,61,,2.0,Mensuel,0
2,41,97.22,2.0,1 an,0
18,24,73.98,1.0,Mensuel,0
15,46,98.86,0.0,1 an,0
6,67,80.06,1.0,2 ans,0
6,59,41.02,4.0,Mensuel,1
18,36,27.5,4.0,Mensuel,1
16,43,60.66,2.0,Mensuel,0
15,70,27.79,1.0,1 an,0
2,54,59.76,0.0,Mensuel,1
15,36,109.15,5.0,2 ans,0
24,20,114.87,,Mensuel,1
1,65,23.41,1.0,1 an,0
12,70,28.24,,Mensuel,1
12,6,91.15,,Mensuel,0
22,3,76.39,0.0,Mensuel,1
7,9,35.85,0.0,1 an,0
12,28,105.36,2.0,2 ans,0
18,12,44.73,2.0,Mensuel,1
2,63,,0.0,Mensuel,1
20,65,102.79,1.0,Mensuel,1
20,13,87.49,,Mensuel,0
18,59,63.84,2.0,2 ans,0
16,11,95.09,,2 ans,0
18,56,119.35,2.0,2 ans,0
19,26,,1.0,Mensuel,1
22,3,90.33,,Mensuel,1
11,31,43.63,0.0,1 an,0
11,59,,1.0,Mensuel,0
16,67,66.47,1.0,1 an,0
5,9,60.02,2.0,Mensuel,1
21,60,42.43,,Mensuel,1
19,21,108.11,2.0,1 an,0
16,33,,0.0,Mensuel,1
8,8,112.03,2.0,2 ans,0
9,70,57.4,1.0,Mensuel,1
11,57,108.49,,Mensuel,1
16,46,79.3,0.0,Mensuel,1
19,52,63.15,3.0,Mensuel,0
17,63,96.69,2.0,Mensuel,0
23,11,,3.0,Mensuel,1
24,18,75.1,,Mensuel,1
17,3,66.89,,2 ans,0
